frame,updown,date,0
44,0.0,2019-05-30,43.37361526489258
44,0.0,2019-05-31,42.5878791809082
44,0.0,2019-06-03,42.15730667114258
44,0.0,2019-06-04,43.6995849609375
44,0.0,2019-06-05,44.40503692626953
44,0.0,2019-06-06,45.05699157714844
44,0.0,2019-06-07,46.25627136230469
45,-1.0,2019-07-18,50.02926635742188
45,-1.0,2019-07-19,49.282447814941406
45,-1.0,2019-07-22,50.40875244140625
45,-1.0,2019-07-23,50.80282974243164
45,-1.0,2019-07-24,50.76148223876953
45,-1.0,2019-07-25,50.36009979248047
45,-1.0,2019-07-26,50.53525161743164
45,-1.0,2019-07-29,51.00717926025391
45,-1.0,2019-07-30,50.78823471069336
45,-1.0,2019-07-31,51.82454299926758
